volume,volume_weighted_average_price,open,close,high,low,timestamp,number_of_transactions
2.6380436e7,142.3245,142.8,141.97,143.18,141.78,2017-08-25T04:00:00.0,79110
1.5362141e7,142.3047,142.41,142.41,142.74,141.9501,2017-08-28T04:00:00.0,53458
2.4498333e7,142.3929,141.18,142.97,143.21,141.06,2017-08-29T04:00:00.0,76498
3.3642716e7,144.2319,143.11,144.65,144.89,143.0,2017-08-30T04:00:00.0,98974
3.8480747e7,145.7019,145.03,146.2,146.21,144.98,2017-08-31T04:00:00.0,103895
2.2293553e7,146.0799,146.36,146.0,146.585,145.61,2017-09-01T04:00:00.0,73575
4.5480562e7,144.9157,145.55,144.69,145.88,143.6,2017-09-05T04:00:00.0,130158
3.0722723e7,144.9616,145.06,145.13,145.46,144.08,2017-09-06T04:00:00.0,86069
2.2721131e7,145.4002,145.4,145.47,145.84,144.94,2017-09-07T04:00:00.0,79159
2.7890115e7,144.6487,145.28,144.21,145.35,144.06,2017-09-08T04:00:00.0,97696
2.7126332e7,145.7401,145.3,145.87,146.12,145.3,2017-09-11T04:00:00.0,83595
3.0256661e7,145.9878,146.25,146.22,146.41,145.53,2017-09-12T04:00:00.0,92534
2.8450864e7,146.1748,145.95,146.42,146.44,145.73,2017-09-13T04:00:00.0,73986
3.5296413e7,145.7824,145.85,145.56,146.2869,145.47,2017-09-14T04:00:00.0,85616
4.6422402e7,145.941,145.56,146.06,146.59,145.29,2017-09-15T04:00:00.0,88606
2.4858157e7,145.815,145.88,145.55,146.37,145.11,2017-09-18T04:00:00.0,67260
2.0871237e7,145.7078,145.81,145.8,146.01,145.31,2017-09-19T04:00:00.0,61696
3.4236155e7,145.13,145.75,145.35,145.91,144.23,2017-09-20T04:00:00.0,115243
2.8841835e7,144.6329,145.25,144.46,145.26,143.95,2017-09-21T04:00:00.0,81996
2.1702401e7,144.2556,144.0,144.32,144.53,143.855,2017-09-22T04:00:00.0,68132
5.4947712e7,142.8823,143.75,142.8,143.8299,142.1,2017-09-25T04:00:00.0,150589
2.9628806e7,143.2567,143.51,143.17,143.8,142.67,2017-09-26T04:00:00.0,91651
3.3249403e7,144.2748,143.93,144.46,145.0,143.57,2017-09-27T04:00:00.0,99093
2.4041422e7,144.2349,144.14,144.41,144.5566,143.78,2017-09-28T04:00:00.0,72464
4.3036166e7,145.0799,144.7,145.45,145.555,144.32,2017-09-29T04:00:00.0,93800
2.735126e7,145.6094,145.67,145.58,146.17,144.93,2017-10-02T04:00:00.0,95407
1.9715152e7,145.8084,145.74,145.89,146.06,145.45,2017-10-03T04:00:00.0,60409
2.6381099e7,145.8637,145.6,146.03,146.34,145.47,2017-10-04T04:00:00.0,71159
3.1562353e7,146.9969,146.54,147.46,147.54,146.4063,2017-10-05T04:00:00.0,85133
2.3561069e7,147.3831,146.97,147.66,147.66,146.96,2017-10-06T04:00:00.0,65957
1.3704835e7,147.6624,147.86,147.49,148.0093,147.3,2017-10-09T04:00:00.0,48168
1.9223092e7,147.4671,147.98,147.6,148.14,146.95,2017-10-10T04:00:00.0,62038
1.2439051e7,147.7784,147.53,148.04,148.07,147.34,2017-10-11T04:00:00.0,46466
1.4513477e7,147.9769,147.84,147.77,148.355,147.615,2017-10-12T04:00:00.0,51035
1.8409888e7,148.3366,148.4,148.34,148.51,148.19,2017-10-13T04:00:00.0,52912
2.180941e7,148.7036,148.7,148.85,148.89,148.3928,2017-10-16T04:00:00.0,53783
1.3138157e7,148.8464,148.79,149.04,149.06,148.57,2017-10-17T04:00:00.0,44030
1.7218243e7,148.9322,149.21,148.86,149.21,148.64,2017-10-18T04:00:00.0,54894
2.7680285e7,147.9271,148.02,148.31,148.33,147.27,2017-10-19T04:00:00.0,93227
3.0173268e7,148.7613,148.91,148.71,149.04,148.53,2017-10-20T04:00:00.0,74712
2.9297126e7,148.2389,149.01,147.74,149.03,147.53,2017-10-23T04:00:00.0,78236
2.0274767e7,147.9486,148.0,147.99,148.3,147.44,2017-10-24T04:00:00.0,58756
3.6051124e7,147.2313,147.7,147.43,148.18,146.33,2017-10-25T04:00:00.0,114106
2.8230199e7,147.3744,147.36,146.96,147.705,146.92,2017-10-26T04:00:00.0,70681
6.0165127e7,150.2905,149.33,151.24,151.52,149.2,2017-10-27T04:00:00.0,167264
3.1733386e7,151.5572,151.08,151.58,152.19,150.9899,2017-10-30T04:00:00.0,94594
2.6319327e7,152.0437,152.04,152.15,152.37,151.63,2017-10-31T04:00:00.0,81284
2.9481569e7,152.1349,152.75,152.1,152.83,151.5,2017-11-01T04:00:00.0,87566
3.1007426e7,151.6355,151.92,151.81,151.99,150.77,2017-11-02T04:00:00.0,90731
2.6199249e7,152.7249,152.39,153.27,153.29,151.84,2017-11-03T04:00:00.0,75975
2.8693919e7,153.5071,153.13,153.79,153.85,153.1,2017-11-06T05:00:00.0,62649
2.1333062e7,153.7131,153.67,153.88,154.0823,153.34,2017-11-07T05:00:00.0,73586
1.7373517e7,154.1615,153.81,154.5,154.54,153.62,2017-11-08T05:00:00.0,59777
4.0558482e7,153.1574,153.26,153.69,153.77,152.11,2017-11-09T05:00:00.0,146042
2.0150762e7,153.5275,153.36,153.68,153.8,153.06,2017-11-10T05:00:00.0,57791
1.2522399e7,153.7143,153.12,153.87,154.0693,153.1,2017-11-13T05:00:00.0,46723
2.5173763e7,153.233,153.31,153.31,153.5,152.57,2017-11-14T05:00:00.0,74577
2.4808004e7,152.587,152.61,152.59,153.0,151.78,2017-11-15T05:00:00.0,77855
3.479057e7,154.1462,153.38,154.54,154.89,153.33,2017-11-16T05:00:00.0,84306
2.87258e7,154.253,154.58,153.95,154.69,153.8,2017-11-17T05:00:00.0,74878
2.1143944e7,153.8786,154.08,153.83,154.2,153.61,2017-11-20T05:00:00.0,61408
2.0147763e7,155.302,154.56,155.5,155.57,154.485,2017-11-21T05:00:00.0,65078
1.729904e7,155.5987,155.63,155.69,155.84,155.341,2017-11-22T05:00:00.0,48571
8.280586e6,156.0762,155.86,156.26,156.31,155.76,2017-11-24T05:00:00.0,33136
2.2653389e7,156.2321,156.2,156.19,156.56,155.83,2017-11-27T05:00:00.0,58836
2.522732e7,156.3736,156.52,156.59,156.69,155.7,2017-11-28T05:00:00.0,75094
7.1986338e7,154.4253,156.45,153.86,156.45,153.12,2017-11-29T05:00:00.0,233801
5.6595465e7,154.8466,154.46,155.15,155.45,154.145,2017-11-30T05:00:00.0,187711
5.9015828e7,154.1374,154.19,154.49,155.24,152.26,2017-12-01T05:00:00.0,225862
5.1319146e7,153.7937,155.47,152.71,155.625,152.56,2017-12-04T05:00:00.0,193941
4.0604211e7,153.4348,152.64,152.81,154.55,152.1,2017-12-05T05:00:00.0,156825
2.8647769e7,153.1979,152.26,153.5,153.735,152.06,2017-12-06T05:00:00.0,112376
3.2666207e7,153.9713,153.49,154.02,154.46,153.33,2017-12-07T05:00:00.0,108500
2.8081666e7,154.927,155.1,154.7,155.53,154.46,2017-12-08T05:00:00.0,93716
2.0821528e7,155.5033,154.76,155.9,155.95,154.76,2017-12-11T05:00:00.0,75526
2.0310252e7,155.7556,155.81,155.69,156.15,155.36,2017-12-12T05:00:00.0,71193
2.4418479e7,156.0833,156.28,155.99,156.49,155.76,2017-12-13T05:00:00.0,89418
2.4594682e7,156.1103,156.28,155.88,156.66,155.71,2017-12-14T05:00:00.0,78811
4.9816151e7,157.0795,156.49,157.65,157.82,156.23,2017-12-15T05:00:00.0,113054
2.6844519e7,158.5543,158.29,158.64,158.77,158.07,2017-12-18T05:00:00.0,82227
3.1414968e7,157.8464,158.34,157.7,158.5,157.26,2017-12-19T05:00:00.0,93525
3.8972602e7,157.5169,158.25,157.53,158.28,156.91,2017-12-20T05:00:00.0,114439
1.8638679e7,157.7368,157.73,157.55,158.25,157.37,2017-12-21T05:00:00.0,61528
2.333044e7,157.2645,157.31,157.37,157.432,156.95,2017-12-22T05:00:00.0,65784
2.191872e7,156.5855,156.53,156.52,156.72,155.95,2017-12-26T05:00:00.0,62451
2.2388186e7,156.6469,156.52,156.54,156.96,156.39,2017-12-27T05:00:00.0,64674
2.5393825e7,156.7058,157.05,156.73,157.0653,156.54,2017-12-28T05:00:00.0,51723
3.3185962e7,156.2821,156.9,155.76,156.9,155.7,2017-12-29T05:00:00.0,81038
3.2573272e7,157.6681,156.5,158.49,158.525,156.17,2018-01-02T05:00:00.0,107221
2.9383557e7,159.6664,158.61,160.03,160.17,158.61,2018-01-03T05:00:00.0,89156
2.4776125e7,160.3679,160.59,160.31,160.79,160.0825,2018-01-04T05:00:00.0,84937
